p0,p1
-391.279|58.4164,-214.631|-199.464
-194.24|200,-249.512|193.775
313.382|-164.756,-77.4975|-200
217.418|199.24,97.2364|200
33.2662|-200,266.933|-188.468
-151.236|200,159.152|200
-151.236|200,159.152|200
-151.236|200,159.152|200
-317.978|-161.496,48.1721|-200
77.0356|200,-62.808|200
383.216|-80.2002,-62.808|200
-399.494|-14.2213,-62.808|200
328.278|153.443,-173.788|-200
312.897|-165.089,-173.788|-200
-387.6|69.3284,-173.788|-200
256.704|-191.793,-280.121|183.25
399.62|12.3309,-43.1872|-200
232.668|197.314,204.076|199.958
-352.842|-128.994,373.113|-100.159
-88.2832|200,-369.161|-106.698
231.382|-197.523,-219.919|199.006
354.382|127.146,85.7263|-200
-399.992|-1.76597,344.694|138.071
361.421|-118.082,-142.286|-200
204.143|199.957,-398.794|-21.9275
-14.7121|-200,-194.42|200
-232.166|197.396,173.941|-200
-298.818|-173.882,395.776|40.888
131.921|200,34.4137|200
397.638|-30.6439,-399.806|8.80801
4.98296|-200,-20.185|-200
4.98296|-200,397.755|29.885
4.98296|-200,-299.703|173.376
-398.295|-26.0625,-384.16|-78.0064
-112.115|200,-128.581|-200
-112.115|200,393.816|49.3512
-112.115|200,-399.878|6.98982
331.66|-150.551,378.873|-89.4678
123.957|200,100.169|200
-113.045|-200,-272.033|-186.578
-324.355|156.639,-282.933|181.995
48.1272|-200,131.068|-200
368.893|107.122,395.171|43.6843
-322.154|-158.362,-101.666|200
-284.629|181.212,-101.666|200
269.696|-187.463,-101.666|200
356.656|124.334,-361.236|118.334
-377.163|92.8069,-361.301|-118.245
-192.456|-200,-101.947|-200
59.8702|200,395.264|-43.2666
59.8702|200,129.633|200
59.8702|200,-285.948|-180.591
296.529|-175.163,-264.056|189.464
117.808|200,71.4735|-200
117.808|200,353.86|127.778
117.808|200,-209.734|-199.763
-72.7443|-200,-386.334|-72.6622
-259.05|191.084,-342.398|140.438
-198|-200,-72.4755|200
-135.558|200,372.094|101.9
-73.1158|-200,290.109|-178.551
-10.674|200,-387.351|69.997
51.7679|-200,279.331|-183.593
114.21|200,385.75|74.142
176.652|-200,103.672|200
238.509|196.258,-398.545|-24.0805
144.617|-200,326.681|-154.764
49.8373|200,332.955|149.409
-44.942|-200,-393.859|49.1794
-139.721|200,-54.9084|-200
-233.818|-197.12,366.949|110.128
-191.1|200,-159.536|-200
-148.072|-200,-389.25|-64.6858
-105.045|200,-292.696|177.221
-105.045|200,399.254|17.2536
-105.045|200,-114.681|-200
-62.0167|-200,-379.592|-88.0151
-18.9889|200,-312.29|165.502
-18.9889|200,382.219|82.4395
-18.9889|200,188.147|-200
24.0389|-200,-86.7029|200
67.0667|200,-329.092|-152.759
67.0667|200,35.0106|200
67.0667|200,35.0106|200
110.095|-200,35.0106|200
153.122|200,362.206|-117.001
153.122|200,-239.023|196.156
153.122|200,-399.955|4.25477
196.15|-200,-247.332|-194.319
196.15|-200,374.978|96.8651
196.15|-200,-84.5861|-200
238.77|196.206,-84.5861|-200
123.546|-200,-84.5861|-200
7.2187|200,-399.965|3.72607
-109.109|-200,-69.7479|200
-224.98|198.434,386.829|-71.3791
-237.838|-196.388,-383.457|79.6473
-93.9888|200,3.67175|-200
51.1712|-200,385.169|75.5799
196.331|200,-395.542|-41.9941
325.44|-155.771,321.134|159.143
-233.718|197.137,319.845|-160.116
-399.598|-12.672,-394.495|46.6019
-208.516|-199.819,373.22|-99.9744
263.543|189.637,114.05|200
342.354|-140.482,-229.631|-197.793
-398.302|26.0089,-365.987|111.573
399.919|-5.70813,378.222|90.7566
-399.832|8.18918,178.955|-200
395.279|-43.1982,-95.1825|200
-225.817|198.327,-334.003|-148.469
-380.89|85.3166,77.0747|200
-369.459|-106.225,389.265|-64.6427
-202.046|-199.99,-373.816|-98.9346
370.073|105.239,-177.627|200
-59.1684|-200,84.8915|-200
-396.049|39.5596,84.8915|-200
268.145|188.033,84.8915|-200
399.228|17.5539,320.775|159.416
299.975|-173.22,8.13138|-200
-337.705|-145.043,-310.722|166.555
-362.863|116.084,-130.266|-200
-14.3075|200,66.6551|200
368.425|107.856,259.169|-191.047
314.649|-163.877,202.785|199.981
-392.649|-53.7232,133.689|-200
-90.4441|200,64.5898|200
329.405|-152.494,64.5898|200
120.515|200,64.5898|200
120.515|200,-4.50965|-200
120.515|200,-73.6091|200
-116.528|-200,-73.6091|200
-326.737|154.718,-73.6091|200
67.1322|-200,-142.709|-200
381.79|83.3805,-142.709|-200
-399.335|-16.2988,-142.709|-200
399.598|12.6712,-211.748|199.655
-391.062|-59.1211,-233.007|-197.258
72.5916|200,-119.6|200
399.237|17.4481,-5.41092|-200
132.707|-200,108.778|200
132.707|-200,108.778|200
132.707|-200,108.778|200
-313.923|164.382,222.602|-198.719
-190.897|-200,242.942|195.336
-55.845|200,84.4804|-200
79.2071|-200,-75.8511|200
214.091|199.503,-234.949|-196.923
285.13|-180.978,-246.665|194.48
-32.3766|200,-60.4357|-200
-327.485|-154.102,128.4|200
-36.6993|200,303.585|-171.085
-36.6993|200,22.7821|200
-36.6993|200,-270.256|-187.254
278.572|-183.919,-243.4|195.234
232.621|197.322,-23.5754|-200
41.8557|-200,198.9|200
-150.195|200,369.332|-106.428
-322.227|-158.305,-390.299|-61.5323
100.218|200,-69.8463|200
393.885|-49.0792,-69.8463|200
-267.312|-188.332,-69.8463|200
-398.418|-25.1061,344.56|-138.211
-312.1|165.631,42.2539|200
259.668|190.892,-294.208|-176.423
367.987|108.537,-197.476|200
398.548|-24.058,-94.6864|-200
337.204|-145.517,8.1035|200
212.35|-199.618,110.893|-200
-398.966|-20.3084,213.565|199.539
15.3166|200,258.996|-191.101
15.3166|200,53.8469|200
15.3166|200,-155.97|-200
399.948|-4.5405,-337.207|145.514
-11.66|-200,232.41|-197.356
-399.368|-15.8902,400|0.237817
-85.4281|200,231.941|197.433
366.51|-110.789,-336.242|-146.418
-116.465|200,-159.293|200
-399.182|18.0749,45.0256|-200
-166.395|-200,246.54|194.51
-166.395|-200,247.529|-194.271
-166.395|-200,43.6012|200
252.966|192.859,43.6012|200
347.849|-134.687,43.6012|200
-399.831|8.22307,-163.29|-200
377.869|91.4468,-340.404|142.431
118.285|-200,273.146|-186.144
118.285|-200,371.973|102.104
118.285|-200,-201.987|199.99
-235.203|196.877,-271.884|186.635
-359.66|-120.452,-332.681|149.652
394.118|-48.1487,-376.68|93.7234
16.9216|200,-398.312|25.9294
-388.536|-66.741,-394.838|-45.1472
399.686|11.2062,-366.697|-110.508
-400|0.368725,-317.453|-161.879
399.55|-13.4158,-253.339|-192.756
-383.873|78.681,-174.05|-200
-47.3445|-200,327.38|-154.189
-47.3445|-200,389.947|62.6096
-47.3445|-200,210.729|199.712
351.642|130.402,-345.015|-137.734
-18.4302|-200,-115.35|200
-366.519|110.776,-115.35|200
263.263|-189.731,-115.35|200
391.924|56.2601,156.657|-200
140.057|200,156.657|-200
-376.198|-94.6263,156.657|-200
207.724|199.851,367.244|109.679
373.491|99.5031,-396.891|-35.1261
376.4|-94.2491,376.384|94.2794
213.721|-199.529,99.5518|-200
-383.521|79.4983,-266.146|188.745
276.847|-184.647,-295.62|-175.661
386.222|72.9473,193.927|200
103.663|200,394.644|45.977
-398.339|-25.7254,284.124|-181.447
335.03|-147.536,-399.889|-6.65397
311.089|166.311,225.577|198.358
-389.66|-63.4753,370.232|104.982
301.278|172.461,388.728|-66.196
355.476|-125.806,267.358|-188.316
-335.771|-146.854,-356.271|-124.817
-349.209|133.179,-321.678|158.728
295.967|175.472,391.635|57.2361
399.622|-12.2952,99.4126|-200
273.707|-185.923,-314.262|164.147
-391.064|-59.1156,-174.189|-200
-133.607|200,-20.3251|200
255.91|-192.026,133.539|-200
331.033|151.097,280.838|182.935
-367.195|-109.753,88.7334|-200
-68.9014|200,-111.933|200
293.803|-176.638,-299.346|-173.581
213.706|199.53,-57.4231|200
69.2388|-200,201.603|-199.994
-75.3989|200,380.478|86.1831
-75.3989|200,-305.79|169.731
-75.3989|200,-388.311|-67.3715
-219.686|-199.029,-171.362|-200
-277.547|184.354,357.474|123.296
12.5544|-200,30.549|-200
295.956|175.478,-327.509|154.083
157.082|-200,-89.5937|-200
9.13886|200,179.174|200
-138.804|-200,179.174|200
-280.492|183.087,179.174|200
-83.8906|-200,376.615|-93.8469
121.391|200,-375.677|-95.5914
309.816|-167.154,-183.506|200
7.79542|200,76.5418|-200
7.79542|200,76.5418|-200
7.79542|200,76.5418|-200
-299.459|-173.516,313.586|164.615
-162.02|200,46.8918|-200
-14.8364|-200,-242.364|195.462
132.347|200,-316.649|-162.46
274.269|-185.699,276.212|184.91
107.398|200,357.749|-122.944
-65.6592|-200,-364.224|-114.15
-237.206|196.509,-254.469|192.44
-250.505|-193.518,232.196|-197.392
-47.3848|200,393.019|52.3792
159.082|-200,101.513|200
159.082|-200,-393.476|-50.666
159.082|-200,399.345|-16.1711
337.353|145.376,-344.098|138.693
-240.677|-195.82,-262.405|-190.015
-398.789|21.98,207.526|199.858
-196.887|200,399.471|14.5428
249.667|-193.735,236.434|-196.653
361.919|117.398,-332.497|149.815
-375.907|95.1664,-174.404|-200
-195.404|-200,6.36862|200
49.2086|200,6.36862|200
282.837|-182.039,6.36862|200
162.462|200,187.141|-200
162.462|200,341.434|141.408
162.462|200,-322.171|-158.349
36.4275|-200,-263.222|189.745
-89.6069|200,147.013|-200
-215.453|-199.402,396.536|37.0598
-273.897|185.847,-3.22182|200
-6.31128|-200,-395.977|39.9143
263.834|189.539,-157.727|-200
247.178|-194.356,236.214|196.694
21.5794|200,370.171|-105.081
-207.174|-199.871,-344.342|-138.439
-360.518|119.307,-317.744|161.667
400|0.142894,399.995|-1.43348
-359.965|-120.047,-325.822|-155.463
-209.373|199.78,-326.09|155.246
26.9231|-200,399.985|2.47002
258.228|191.336,-311.882|-165.778
236.08|-196.719,-356.215|124.887
59.013|200,302.878|171.511
-119.518|-200,396.35|-38.0342
-119.518|-200,231.394|-197.521
-119.518|-200,-374.543|97.6467
-288.774|179.218,93.0801|-200
-81.5929|-200,93.0801|-200
136.942|200,93.0801|-200
329.485|-152.426,399.945|-4.67716
-122.346|200,109.337|200
-399.354|-16.0648,109.337|200
-63.941|-200,109.337|200
393.436|50.8185,-354.667|-126.8
-395.715|41.1776,-10.7054|200
134.411|-200,344.896|-137.859
134.411|-200,-9.71212|200
134.411|-200,-353.806|-127.842
379.313|-88.5833,99.8981|200
322.571|158.039,399.329|-16.3659
-341.627|141.216,30.4365|-200
-347.814|-134.726,-399.508|14.0254
288.342|-179.431,158.854|200
399.664|-11.5856,344.651|138.116
308.503|168.009,395.536|-42.0208
-250.209|193.595,275.138|-185.349
-350.626|131.574,-359.644|-120.473
-398.587|23.7327,-308.312|168.132
-377.39|-92.3739,399.592|-12.771
-294.416|-176.311,-368.786|-107.29
-172.638|-200,-175.815|200
377.021|-93.0775,-175.815|200
252.511|192.983,-175.815|200
-270.2|-187.275,75.3763|-200
-344.557|138.215,307.058|168.934
399.979|2.92768,71.1209|-200
-330.065|-151.931,-184.684|200
-312.846|165.123,-184.684|200
388.959|-65.531,-184.684|200
-285.569|180.771,-374.771|-97.2379
-379.588|-88.0237,380.107|-86.9572
-44.8922|-200,158.51|200
392.683|-53.6043,-150.382|-200
176.783|200,-150.382|-200
176.783|200,-150.382|-200
176.783|200,-376.893|93.3214
-163.748|-200,393.953|48.8081
-163.748|-200,-11.1878|-200
-163.748|-200,-396.605|36.6952
-389.202|64.8273,310.611|166.629
240.212|195.916,370.434|-104.653
370.211|105.015,0.723385|-200
393.136|-51.9464,-370.706|-104.209
294.566|-176.231,-309.309|167.486
14.693|-200,397.741|29.9731
-299.861|-173.285,-30.3628|-200
-397.054|-34.2024,-399.995|-1.43749
-352.415|129.498,-37.6049|200
-198.053|200,395.774|-40.8972
388.175|-67.7501,-364.542|-113.692
-351.063|131.072,-210.436|199.728
-209.538|-199.772,40.9464|-200
8.66656|200,40.9464|-200
226.064|-198.294,40.9464|-200
314.111|164.252,281.565|182.612
-222.555|-198.724,172.059|-200
-399.82|-8.47634,57.5751|200
-239.303|196.1,57.5751|200
349.313|-133.063,57.5751|200
109.085|200,-56.9082|-200
109.085|200,-171.392|200
109.085|200,-280.974|-182.875
-179.422|-200,-43.6348|200
-179.422|-200,204.291|-199.954
-179.422|-200,373.031|100.302
-382.571|81.656,-369.395|106.326
325.046|156.088,-218.882|-199.107
357.372|-123.426,82.6125|200
-230.793|-197.615,340.913|-141.928
-331.076|-151.06,-105.027|200
-391.302|-58.3408,-398.435|-24.9722
-393.066|52.2075,11.2387|-200
-335.829|146.801,396.87|-35.2438
-237.082|196.532,148.395|200
340.503|142.334,-263.257|-189.733
367.418|-109.414,-322.631|157.992
81.254|-200,343.483|-139.329
-393.742|-49.6379,179.906|200
-155.235|200,-12.9192|-200
225.385|-198.382,-205.705|199.919
382.009|82.9024,-345.243|-137.493
-173.027|200,365.776|111.885
-299.981|173.216,91.8223|-200
-382.928|80.8545,-253.201|192.794
-395.398|-42.6584,-318.433|-161.163
-332.586|-149.736,307.083|168.918
-218.693|-199.125,291.555|-177.814
390.245|-61.6989,-271.169|186.909
159.969|200,-356.666|-124.321
-192.002|-200,375.54|-95.8412
-192.002|-200,201.241|199.996
-192.002|-200,-41.1628|-200
-397.221|33.2233,-274.778|185.494
-102.809|200,-187.938|-200
384.888|-76.2667,-97.829|200
-355.145|126.214,-7.72044|-200
-188.616|-200,82.3881|200
15.5804|200,172.497|-200
219.3|-199.067,260.495|190.632
321.682|158.724,98.5516|-200
-259.715|-190.877,-67.2753|200
-382.49|81.8377,-232.032|-197.418
-6.70197|200,-259.762|190.863
384.6|76.9594,-27.8027|-200
244.323|-195.027,-27.8027|-200
-263.937|189.505,-27.8027|-200
-352.869|-128.961,209.446|199.777
393.175|-51.8005,360.256|-119.657
45.6673|200,-399.985|-2.40952
45.6673|200,350.347|131.893
45.6673|200,246.625|-194.489
-371.76|-102.463,-142.287|200
245.534|194.748,-392.599|-53.9026
399.975|-3.13852,187.438|-200
239.4|-196.081,304.536|-170.506
-362.101|117.146,383.079|-80.5113
-35.9899|-200,396.318|38.2016
-35.9899|-200,339.53|143.288
-35.9899|-200,232.972|197.263
327.829|153.817,-363.919|114.588
92.24|-200,-301.924|-172.08
-174.099|200,396.881|35.1824
-373.506|-99.4773,-399.284|-16.9081
392.242|-55.1626,389.028|65.333
32.3031|200,-32.6873|-200
32.3031|200,-397.781|29.7082
32.3031|200,226.93|198.179
-378.122|-90.9526,360.564|119.245
331.939|150.307,397.504|-31.4994
263.917|-189.511,315.505|-163.274
-177.82|200,149.104|-200
-399.957|4.1247,-382.071|-82.7666
-186.863|-200,-228.628|197.941
228.572|197.949,171.002|-200
385.205|-75.4928,398.263|26.3005
-53.5776|-200,94.5463|200
-366.169|-111.3,-385.572|-74.5857
-336.72|145.971,365.058|112.942
293.862|176.607,143.788|-200
399.993|1.63636,-139.039|200
296.739|-175.047,-362.697|-116.317
-326.408|-154.987,373.159|100.08
-382.829|81.0766,58.7659|-200
-165.861|200,-319.104|160.668
375.157|-96.54,-137.191|-200
-159.904|200,64.5599|200
-385.393|75.0301,261.434|-190.331
-312.107|-165.626,199.526|200
368.631|-107.534,199.526|200
259.578|190.92,199.526|200
-273.46|-186.021,136.084|-200
-340.976|141.865,72.6423|200
399.403|-15.4465,9.20044|-200
-391.171|-58.7671,-54.2414|200
38.8266|200,-117.683|-200
399.283|-16.918,-181.125|200
-69.4742|-200,-243.797|-195.146
-384.619|-76.9143,-128.349|200
-270.105|187.311,-11.4825|-200
363.439|-115.272,105.384|200
46.6279|200,221.899|-198.797
-317.201|-162.061,247.417|194.298
-135.825|200,74.2094|-200
64.5566|-200,-101.503|200
64.5566|-200,-271.423|-186.812
64.5566|-200,-144.761|200
260.279|190.7,-13.78|-200
202.07|-199.989,117.201|200
133.984|200,117.201|200
65.896|-200,117.201|200
-2.19194|200,246.395|-194.544
-70.2798|-200,186.053|200
-138.368|200,124.876|-200
-206.438|-199.896,63.6999|200
-247.661|194.238,2.52343|-200
-91.5541|-200,-58.653|200
66.8343|200,-119.829|-200
224.62|-198.479,-181.006|200
274.892|185.449,-241.516|-195.644
-10.5523|-200,-133.535|200
-290.675|178.264,-24.3651|-200
-172.14|-200,84.8048|200
-46.7932|200,193.975|-200
78.5535|-200,296.387|175.241
203.888|199.962,-45.7545|-200
304.37|-170.607,-349.375|132.993
-103.518|200,113.733|-200
-390.539|-60.7864,399.917|5.77739
334.377|-148.131,93.9531|200
327.541|154.056,-374.646|-97.462
-397.215|33.2627,232.063|197.413
30.4506|-200,396.662|36.389
399.994|1.56114,300.577|-172.87
22.2644|200,-363.414|-115.307
-398.869|-21.2409,-286.2|180.47
234.171|-197.059,364.672|-113.504
374.169|-98.312,49.502|200
386.369|72.5721,-315.62|-163.193
261.82|190.206,-142.522|200
-367.72|108.949,48.1178|-200
-280.489|-183.089,237.103|196.528
355.472|125.811,264.754|-189.227
101.417|-200,5.34463|200
-210.281|199.736,-255.927|-192.021
-384.171|-77.9807,-263.955|189.499
187.403|-200,20.0012|-200
291.714|-177.732,294.364|176.339
369.207|-106.625,155.811|-200
399.909|-6.03345,8.54849|200
375.329|96.227,-138.714|-200
302.265|171.877,-279.854|183.367
200.921|199.998,-85.7525|-200
-395.897|40.3011,116.77|200
-90.8611|-200,116.77|200
-90.8611|-200,116.77|200
-90.8611|-200,304.402|-170.588
341.912|140.929,34.355|200
69.4751|-200,34.355|200
-245.899|194.662,34.355|200
-321.626|-158.768,-252.094|-193.096
311.19|166.243,-290.387|178.41
282.31|-182.278,127.686|-200
-228.569|197.949,395.46|42.3701
-398.075|-27.681,-98.8314|200
-170.831|-200,-363.125|115.717
-170.831|-200,-356.365|-124.699
-170.831|-200,-64.496|-200
311.699|165.902,381.009|-85.0622
213.251|-199.561,249.887|193.678
46.3231|200,-273.989|-185.811
-120.788|-200,-336.463|146.211
-280.78|182.96,395.007|-44.4108
-102.442|-200,-370.183|105.061
83.8316|200,-134.613|-200
265.042|-189.128,174.27|200
175.304|200,385.823|-73.9584
83.0578|-200,-287.84|-179.678
-9.18816|200,-398.906|20.8923
-101.434|-200,-248.589|194.008
-193.68|200,393.321|-51.256
-281.883|-182.47,-387.551|69.4593
-10.5775|200,46.0906|-200
265.371|-189.015,399.063|19.3327
246.574|194.502,-77.495|200
21.2064|-200,-381.082|84.9076
-207.227|199.869,-290.451|-178.378
-360.279|-119.628,396.953|34.7762
399.992|1.73385,-399.956|-4.18812
-366.688|110.523,399.762|-9.76309
-180.231|-200,-390.123|62.0755
59.9527|200,46.6087|-200
287.913|-179.642,399.648|11.8535
140.896|200,-19.5491|200
-14.0041|-200,-19.5491|200
-168.904|200,-19.5491|200
-310.826|-166.486,-397.695|30.2786
70.445|200,-138.208|-200
376.456|-94.1446,-138.208|-200
-386.534|72.1472,-138.208|-200
84.923|-200,288.99|179.111
399.131|-18.6242,260.36|-190.674
144.795|200,-62.3603|200
144.795|200,-62.3603|200
144.795|200,-62.3603|200
-293.533|-176.781,-343.041|-139.783
-251.722|193.196,88.1489|200
38.4087|-200,88.1489|200
38.4087|-200,88.1489|200
38.4087|-200,395.498|-42.1947
309.484|167.372,-232.426|-197.354
97.745|-200,-365.32|-112.558
-132.799|200,-395.504|42.167
-333.766|-148.683,-304.227|170.695
146.093|200,-100.817|200
399.362|15.9663,347.138|135.463
184.607|-200,362.415|-116.71
-212.744|199.594,54.4094|-200
-396.135|-39.1298,-382.481|-81.8577
-116.404|-200,-244.119|195.073
380.64|85.8448,253.032|-192.841
-298.615|-173.997,369.504|106.153
-352.089|129.88,-317.977|161.498
361.658|117.756,-377.157|-92.819
268.922|-187.749,-106.406|-200
-295.294|175.838,399.999|0.46863
-297.08|-174.859,-111.023|200
274.809|185.482,-111.023|200
352.478|-129.424,-111.023|200
-386.907|-71.1747,-374.926|96.9577
-126.846|200,-327.626|-153.985
-126.846|200,327.906|-153.753
-126.846|200,374.534|97.6625
250.537|-193.51,108.405|200
338.161|144.608,-399.949|4.51698
-384.098|-78.1531,67.6808|-200
120.539|200,391.258|-58.4842
120.539|200,228.709|197.929
120.539|200,-225.258|-198.399
393.81|49.3748,-394.051|48.4166
236.806|-196.584,-104.263|200
-280.933|182.893,391.069|-59.0995
-317.304|-161.987,-397.03|34.3375
346.385|136.277,345.492|-137.23
165.353|-200,248.241|194.095
-49.9841|200,-135.985|-200
-260.309|-190.69,-390.465|61.0166
-213.74|199.527,282.639|182.129
-109.043|-200,399.602|-12.6179
-4.22175|200,259.046|-191.085
-4.22175|200,-399.384|15.6891
-4.22175|200,354.137|127.443
100.599|-200,241.179|-195.715
100.599|-200,-128.225|200
100.599|-200,-128.225|200
205.401|199.927,-128.225|200
283.656|-181.664,-385.264|-75.3469
-13.0624|200,366.449|-110.881
-302.202|-171.915,219.505|199.047
-139.721|200,-76.4213|-200
35.0285|-200,-76.4213|-200
209.676|199.766,-76.4213|-200
325.537|-155.694,-334.504|148.016
-264.82|189.204,51.5137|-200
-377.688|-91.7984,376.884|93.3389
73.9607|-200,-378.838|-89.538
348.201|-134.3,-28.6929|200
378.978|89.2581,359.343|-120.871
180.418|200,-102.725|200
-369.247|-106.563,-399.899|-6.36358
64.6606|200,-79.2871|-200
396.954|-34.7709,383.515|79.5135
-209.597|-199.77,-353.669|-128.007
-325.012|-156.115,-192.743|200
-392.84|-53.0341,3.50518|-200
-387.262|70.2349,199.753|200
-310.401|166.768,358.023|-122.592
-190.866|200,-397.031|34.3351
396.608|36.677,385.004|-75.984
78.7386|-200,13.7688|200
-356.731|124.239,-377.979|-91.2335
27.8174|-200,344.205|138.582
376.524|94.0179,221.87|-198.801
-362.192|-117.02,-32.0613|200
-145.746|200,-32.0613|200
127.354|-200,-32.0613|200
127.354|-200,-276.953|-184.603
127.354|-200,-189.773|200
352.362|129.56,-99.1038|-200
-297.603|-174.567,-8.43431|200
-334.391|148.119,82.2352|-200
399.804|-8.84761,172.905|200
-371.157|-103.467,261.386|-190.346
-161.106|200,95.8791|200
115.761|-200,-73.7209|-200
347.606|134.954,-241.477|195.652
-236.882|-196.57,-234.889|-196.933
-399.969|3.50537,-82.0907|200
-229.97|197.742,71.8878|-200
333.773|-148.676,225.25|198.4
167.24|200,269.548|-187.518
-23.8067|-200,6.68421|200
-214.598|199.467,-258.676|-191.199
-324.509|-156.517,-258.871|191.139
268.416|187.934,7.03143|-200
372.646|-100.963,270.285|187.243
-214.537|-199.471,223.311|-198.637
-304.654|-170.433,75.6354|200
-371.317|-103.2,-72.545|-200
